date,value,mom_pct,yoy_pct
2009-11-01,100.2,,
2009-12-01,100.3,0.09980039920158834,
2010-01-01,101.2,0.8973080757726848,
2010-02-01,101.0,-0.19762845849802257,
2010-03-01,101.1,0.0990099009900991,
2010-04-01,101.4,0.29673590504453173,
2010-05-01,101.6,0.19723865877709912,
2010-06-01,101.4,-0.19685039370077595,
2010-07-01,101.6,0.19723865877709912,
2010-08-01,101.8,0.19685039370078705,
2010-09-01,102.1,0.29469548133596035,
2010-10-01,102.5,0.3917727717923647,
2010-11-01,102.8,0.29268292682926855,2.594810379241519
2010-12-01,103.1,0.29182879377431803,2.791625124626118
2011-01-01,103.7,0.5819592628516057,2.4703557312252933
2011-02-01,104.3,0.5785920925747368,3.2673267326732702
2011-03-01,105.0,0.6711409395973256,3.857566765578646
2011-04-01,105.5,0.4761904761904745,4.043392504930954
2011-05-01,105.8,0.28436018957345155,4.133858267716528
2011-06-01,105.9,0.0945179584121103,4.4378698224851965
2011-07-01,106.1,0.18885741265344258,4.429133858267709
2011-08-01,106.3,0.18850141376061114,4.420432220039294
2011-09-01,106.7,0.37629350893697566,4.50538687561215
2011-10-01,106.3,-0.37488284910965897,3.707317073170735
2011-11-01,106.6,0.2822201317027151,3.696498054474695
2011-12-01,106.5,-0.09380863039398779,3.2977691561590694
2012-01-01,106.9,0.3755868544601082,3.0858244937319146
2012-02-01,107.2,0.280636108512633,2.78044103547459
2012-03-01,107.4,0.1865671641791078,2.285714285714291
2012-04-01,107.7,0.27932960893854997,2.0853080568720372
2012-05-01,107.6,-0.09285051067782213,1.7013232514177634
2012-06-01,107.3,-0.27881040892192566,1.3220018885741203
2012-07-01,107.2,-0.09319664492077884,1.036757775683328
2012-08-01,107.5,0.2798507462686617,1.1288805268109048
2012-09-01,108.2,0.6511627906976791,1.4058106841611906
2012-10-01,108.3,0.09242144177448175,1.881467544684856
2012-11-01,108.4,0.09233610341643494,1.6885553470919357
2012-12-01,108.4,0.0,1.7840375586854584
2013-01-01,108.7,0.2767527675276771,1.6838166510757757
2013-02-01,108.9,0.18399264029438367,1.585820895522394
2013-03-01,108.9,0.0,1.3966480446927276
2013-04-01,108.7,-0.18365472910927272,0.9285051067780881
2013-05-01,108.6,-0.09199632014720294,0.9293680297397744
2013-06-01,109.0,0.36832412523020164,1.5843429636533068
2013-07-01,109.2,0.18348623853210455,1.8656716417910557
2013-08-01,109.3,0.09157509157509125,1.6744186046511622
2013-09-01,109.3,0.0,1.0166358595194103
2013-10-01,109.5,0.18298261665141702,1.1080332409972415
2013-11-01,109.7,0.18264840182649067,1.1992619926199266
2013-12-01,109.8,0.09115770282588365,1.291512915129145
2014-01-01,110.1,0.2732240437158362,1.2879484820607079
2014-02-01,110.3,0.18165304268846771,1.2855831037649201
2014-03-01,110.7,0.3626473254759732,1.6528925619834656
2014-04-01,110.8,0.09033423667570428,1.9319227230910618
2014-05-01,111.0,0.18050541516245744,2.20994475138121
2014-06-01,110.9,-0.09009009009008917,1.7431192660550598
2014-07-01,111.3,0.36068530207393756,1.9230769230769162
2014-08-01,111.3,0.0,1.8298261665141702
2014-09-01,111.1,-0.17969451931716396,1.6468435498627532
2014-10-01,111.3,0.18001800180018623,1.6438356164383494
2014-11-01,111.1,-0.17969451931716396,1.2762078395624377
2014-12-01,110.8,-0.27002700270026825,0.9107468123861651
2015-01-01,110.1,-0.6317689530685899,0.0
2015-02-01,109.6,-0.4541326067211582,-0.6346328195829587
2015-03-01,109.8,0.18248175182482562,-0.8130081300813052
2015-04-01,109.6,-0.18214936247723523,-1.0830324909747335
2015-05-01,110.0,0.36496350364965124,-0.9009009009009028
2015-06-01,110.3,0.27272727272726893,-0.5410279531109174
2015-07-01,110.5,0.18132366273799772,-0.7187780772686447
2015-08-01,110.3,-0.18099547511312153,-0.8984725965858087
2015-09-01,109.9,-0.3626473254759621,-1.080108010801073
2015-10-01,109.6,-0.27297543221110887,-1.5274034141958714
2015-11-01,109.7,0.09124087591241281,-1.2601260126012481
2015-12-01,109.6,-0.09115770282589475,-1.0830324909747335
2016-01-01,110.0,0.36496350364965124,-0.09082652134422275
2016-02-01,109.7,-0.27272727272726893,0.09124087591241281
2016-03-01,109.7,0.0,-0.09107468123861207
2016-04-01,109.9,0.1823154056517895,0.27372262773723843
2016-05-01,110.1,0.18198362147405778,0.09090909090907484
2016-06-01,110.6,0.4541326067211582,0.27198549410698547
2016-07-01,110.5,-0.09041591320071429,0.0
2016-08-01,110.3,-0.18099547511312153,0.0
2016-09-01,110.6,0.27198549410698547,0.6369426751592355
2016-10-01,110.9,0.2712477396021873,1.1861313868613221
2016-11-01,111.1,0.18034265103696878,1.2762078395624377
2016-12-01,111.4,0.27002700270029045,1.642335766423364
2017-01-01,111.9,0.4488330341113178,1.7272727272727328
2017-02-01,111.9,0.0,2.0054694621695512
2017-03-01,112.1,0.17873100983019086,2.1877848678213185
2017-04-01,112.6,0.4460303300624524,2.456778889899902
2017-05-01,112.5,-0.0888099467140302,2.1798365122615904
2017-06-01,112.6,0.0888888888888939,1.8083182640144635
2017-07-01,112.7,0.0888099467140302,1.9909502262443368
2017-08-01,113.1,0.3549245785270605,2.5385312783318126
2017-09-01,113.5,0.35366931918656697,2.622061482820981
2017-10-01,113.9,0.35242290748900285,2.705139765554554
2017-11-01,114.3,0.3511852502194879,2.880288028802891
2017-12-01,114.4,0.08748906386701893,2.6929982046678624
2018-01-01,114.8,0.34965034965033226,2.5915996425379673
2018-02-01,115.1,0.2613240418118501,2.8596961572832758
2018-03-01,115.3,0.17376194613381024,2.8545941123996554
2018-04-01,115.5,0.17346053772766545,2.5754884547069423
2018-05-01,115.9,0.34632034632036124,3.0222222222222372
2018-06-01,116.3,0.3451251078515849,3.285968028419184
2018-07-01,116.4,0.08598452278589797,3.2830523513753374
2018-08-01,116.5,0.0859106529209619,3.006189213085775
2018-09-01,116.7,0.17167381974250162,2.8193832599118895
2018-10-01,117.5,0.6855184233076184,3.160667251975413
2018-11-01,117.4,-0.08510638297871687,2.7121609798775204
2018-12-01,117.4,0.0,2.622377622377625
2019-01-01,117.0,-0.34071550255536653,1.9163763066202044
2019-02-01,117.2,0.17094017094017033,1.8245004344048743
2019-03-01,117.6,0.3412969283276279,1.994796183868175
2019-04-01,118.2,0.5102040816326703,2.3376623376623495
2019-05-01,118.3,0.08460236886631556,2.070750647109576
2019-06-01,118.2,-0.08453085376162184,1.6337059329320835
2019-07-01,118.5,0.2538071065989911,1.8041237113401998
2019-08-01,118.6,0.08438818565399409,1.8025751072961338
2019-09-01,118.3,-0.2529510961214121,1.371036846615259
2019-10-01,118.8,0.4226542688081203,1.106382978723408
2019-11-01,118.6,-0.16835016835017313,1.0221465076660996
2019-12-01,119.0,0.3372681281618828,1.3628620102214661
2020-01-01,119.2,0.1680672268907557,1.8803418803418737
2020-02-01,118.6,-0.5033557046979942,1.1945392491467421
2020-03-01,118.0,-0.5059021922428242,0.3401360544217802
2020-04-01,116.6,-1.1864406779661052,-1.3536379018612599
2020-05-01,117.2,0.5145797598627766,-0.9298393913778513
2020-06-01,117.5,0.25597269624573205,-0.5922165820642977
2020-07-01,118.2,0.5957446808510625,-0.25316455696202667
2020-08-01,118.4,0.16920473773265332,-0.1686340640809303
2020-09-01,118.8,0.33783783783782884,0.4226542688081203
2020-10-01,119.4,0.5050505050505194,0.5050505050505194
2020-11-01,119.5,0.08375209380233617,0.7588532883642474
2020-12-01,120.0,0.4184100418409997,0.8403361344537785
2021-01-01,121.2,1.0000000000000009,1.6778523489932917
2021-02-01,122.0,0.660066006600668,2.866779089376048
2021-03-01,122.8,0.6557377049180246,4.067796610169494
2021-04-01,124.0,0.9771986970684043,6.346483704974282
2021-05-01,125.3,1.0483870967741948,6.91126279863481
2021-06-01,126.2,0.7182761372705571,7.404255319148945
2021-07-01,127.486,1.019017432646585,7.8561759729272485
2021-08-01,128.603,0.8761746387838665,8.617398648648656
2021-09-01,129.226,0.4844365994572275,8.77609427609427
2021-10-01,130.045,0.6337733892560315,8.915410385259626
2021-11-01,131.475,1.099619362528359,10.020920502092046
2021-12-01,132.26,0.5970716866324333,10.21666666666665
2022-01-01,133.529,0.9594737637985906,10.172442244224422
2022-02-01,134.771,0.930135026848089,10.468032786885239
2022-03-01,137.037,1.6813706212761126,11.593648208469066
2022-04-01,137.773,0.5370812262381675,11.107258064516135
2022-05-01,139.013,0.9000312107597441,10.944134078212286
2022-06-01,140.273,0.9063900498514466,11.1513470681458
2022-07-01,139.837,-0.3108224676167226,9.688122617385432
2022-08-01,139.755,-0.05863970193867862,8.671648406335763
2022-09-01,140.2,0.31841436800112977,8.492099113181538
2022-10-01,140.681,0.3430813124108534,8.178707370525618
2022-11-01,141.16,0.3404866328786227,7.3664194713823905
2022-12-01,140.694,-0.33012184754888096,6.37683350975351
2023-01-01,141.203,0.36177804312906847,5.7470661803803
2023-02-01,141.135,-0.04815761704780597,4.722084127891013
2023-03-01,140.736,-0.2827080454883668,2.6992709998029607
2023-04-01,140.934,0.140688949522505,2.2943537558157256
2023-05-01,140.614,-0.2270566364397486,1.1516908490572852
2023-06-01,140.698,0.05973800617293801,0.3029806163695081
2023-07-01,141.485,0.5593540775277628,1.1785149853043464
2023-08-01,142.409,0.6530727638972111,1.8990376015169286
2023-09-01,142.744,0.23523794142223942,1.8145506419400936
2023-10-01,142.249,-0.3467746455192544,1.1145783723459424
2023-11-01,142.334,0.05975437437171216,0.8316803627089975
2023-12-01,142.165,-0.1187348068627414,1.0455314370193536
2024-01-01,142.576,0.2891006928569029,0.9723589442150571
2024-02-01,143.356,0.5470766468409938,1.573670599071808
2024-03-01,143.521,0.11509807751330925,1.97888244656661
2024-04-01,144.197,0.4710112109029385,2.3152681396966024
2024-05-01,144.224,0.018724384002433148,2.5673119319555626
2024-06-01,144.869,0.4472209895717949,2.9645055366813944
2024-07-01,144.922,0.03658477659125303,2.4292327808601577
2024-08-01,145.409,0.33604283683636993,2.106608430646939
2024-09-01,145.803,0.2709598443012551,2.1429972538250297
2024-10-01,146.294,0.33675575948368675,2.843605227453283
2024-11-01,146.447,0.10458392005139316,2.8896820155409175
2024-12-01,147.052,0.41311873920257813,3.437554953750932
2025-01-01,147.975,0.627669123847352,3.7867523285826543
2025-02-01,148.233,0.17435377597567747,3.4020201456513854
2025-03-01,148.055,-0.12008122347925143,3.1591195713519316
2025-04-01,147.655,-0.2701698693053256,2.398108143720057
2025-05-01,148.153,0.33727269648842206,2.7242345240736654
2025-06-01,148.393,0.1619946946737505,2.4325425039173343
2025-07-01,149.597,0.8113590263691739,3.2258732283573233
2025-08-01,149.327,-0.1804849027721267,2.6944687055134198
2025-09-01,150.245,0.6147582151921682,3.046576545064239
2025-10-01,150.439,0.12912243335883034,2.8333356118501074
2025-11-01,151.054,0.40880356822368125,3.1458479859607813
2025-12-01,151.592,0.356164020813754,3.0873432527269484
2026-01-01,152.468,0.577866905905311,3.0363237033282697
