date,ticker,flow_usd
2026-04-28,FBTC,-5000000.0
2026-04-28,BTCO,0.0
2026-04-28,EZBC,0.0
2026-04-28,BRRR,0.0
2026-04-28,HODL,0.0
2026-04-28,BTCW,0.0
2026-04-28,MSBT,0.0
2026-04-28,GBTC,0.0
2026-04-29,IBIT,-54700000.0
2026-04-29,FBTC,-36100000.0
2026-04-29,ARKB,-30000000.0
2026-04-29,GBTC,-21100000.0
2026-04-29,MSBT,10800000.0
2026-04-29,EZBC,-6500000.0
2026-04-29,BITB,0.0
2026-04-29,BTCO,0.0
2026-04-29,BRRR,0.0
2026-04-29,HODL,0.0
2026-04-29,BTCW,0.0
2026-04-30,FBTC,26600000.0
2026-04-30,IBIT,19100000.0
2026-04-30,ARKB,-6300000.0
2026-04-30,GBTC,-5900000.0
2026-04-30,BTCO,-4900000.0
2026-04-30,BITB,-2900000.0
2026-04-30,HODL,-2200000.0
2026-04-30,EZBC,0.0
2026-04-30,BRRR,0.0
2026-04-30,BTCW,0.0
2026-04-30,MSBT,0.0
2026-05-01,IBIT,284400000.0
2026-05-01,FBTC,213400000.0
2026-05-01,ARKB,88500000.0
2026-05-01,BITB,27300000.0
2026-05-01,HODL,5500000.0
2026-05-01,MSBT,4500000.0
2026-05-01,BTCO,0.0
2026-05-01,EZBC,0.0
2026-05-01,BRRR,0.0
2026-05-01,BTCW,0.0
2026-05-01,GBTC,0.0
2026-05-04,IBIT,335500000.0
2026-05-04,FBTC,184600000.0
2026-05-04,MSBT,12200000.0
2026-05-04,BITB,0.0
2026-05-04,ARKB,0.0
2026-05-04,BTCO,0.0
2026-05-04,EZBC,0.0
2026-05-04,BRRR,0.0
2026-05-04,HODL,0.0
2026-05-04,BTCW,0.0
2026-05-04,GBTC,0.0
2026-05-05,IBIT,251400000.0
2026-05-05,FBTC,133199999.99999999
2026-05-05,ARKB,92300000.0
2026-05-05,GBTC,-18400000.0
2026-05-05,BITB,14600000.0
2026-05-05,HODL,-5800000.0
2026-05-05,BTCO,0.0
2026-05-05,EZBC,0.0
2026-05-05,BRRR,0.0
2026-05-05,BTCW,0.0
2026-05-05,MSBT,0.0
2026-05-06,IBIT,134600000.0
2026-05-06,FBTC,-39000000.0
2026-05-06,BITB,-25200000.0
2026-05-06,GBTC,-17100000.0
2026-05-06,EZBC,-7100000.0
2026-05-06,ARKB,0.0
2026-05-06,BTCO,0.0
2026-05-06,BRRR,0.0
2026-05-06,HODL,0.0
2026-05-06,BTCW,0.0
2026-05-06,MSBT,0.0
2026-05-07,FBTC,-129000000.0
2026-05-07,IBIT,-98000000.0
2026-05-07,GBTC,-26800000.0
2026-05-07,ARKB,-12600000.0
2026-05-07,BTCO,-10000000.0
2026-05-07,MSBT,7300000.0
2026-05-07,HODL,-5100000.0
2026-05-07,BITB,0.0
2026-05-07,EZBC,0.0
2026-05-07,BRRR,0.0
2026-05-07,BTCW,0.0
2026-05-08,FBTC,-97600000.0
2026-05-08,IBIT,-27200000.0
2026-05-08,ARKB,-26600000.0
2026-05-08,MSBT,5700000.0
2026-05-08,BITB,0.0
2026-05-08,BTCO,0.0
2026-05-08,EZBC,0.0
2026-05-08,BRRR,0.0
2026-05-08,HODL,0.0
2026-05-08,BTCW,0.0
2026-05-08,GBTC,0.0
2026-05-11,MSBT,26300000.0
2026-05-11,IBIT,-7400000.0
2026-05-11,BTCO,7300000.0
2026-05-11,HODL,4600000.0
2026-05-11,FBTC,-3600000.0
2026-05-11,BITB,0.0
2026-05-11,ARKB,0.0
2026-05-11,EZBC,0.0
2026-05-11,BRRR,0.0
2026-05-11,BTCW,0.0
2026-05-11,GBTC,0.0
